,byVariable,estimate,outlet,ppgid,randomEffVariable,region
0,store32357.0,-0.7546401883700228,GR,115,(0 + logregprice) | store,US
716,store46163.0,0.01605070358194463,GR,115,(0 + displayonly) | store,US
717,store46163.0,0.0,GR,115,(0 + featuredisplay) | store,US
718,store46163.0,-0.3126330692065345,GR,115,(0 + featureonly) | store,US
719,store46163.0,0.018561713436153676,GR,115,(0 + logseason) | store,US
720,store84659.0,1.6661294651389258,GR,115,(0 + logregprice) | store,US
721,store84659.0,-0.27433377938543596,GR,115,(0 + logpriceindex) | store,US
722,store84659.0,0.0,GR,115,(0 + displayonly) | store,US
723,store84659.0,0.0,GR,115,(0 + featuredisplay) | store,US
724,store84659.0,0.5422788341503239,GR,115,(0 + featureonly) | store,US
725,store84659.0,-0.16904363841787798,GR,115,(0 + logseason) | store,US
726,store84660.0,0.0,GR,115,(0 + logregprice) | store,US
727,store84660.0,-1.0088196265058444,GR,115,(0 + logpriceindex) | store,US
728,store84660.0,0.0,GR,115,(0 + displayonly) | store,US
729,store84660.0,0.0,GR,115,(0 + featuredisplay) | store,US
730,store84660.0,0.3692542063252504,GR,115,(0 + featureonly) | store,US
731,store84660.0,0.12333222027953292,GR,115,(0 + logseason) | store,US
732,store86203.0,0.0,GR,115,(0 + logregprice) | store,US
733,store86203.0,-1.000703295256233,GR,115,(0 + logpriceindex) | store,US
734,store86203.0,0.0,GR,115,(0 + displayonly) | store,US
735,store86203.0,0.0,GR,115,(0 + featuredisplay) | store,US
736,store86203.0,0.3811415754951881,GR,115,(0 + featureonly) | store,US
737,store86203.0,-0.0871939872375555,GR,115,(0 + logseason) | store,US
738,store32391.0,-0.5791213615803602,GR,115,(0 + logregprice) | store,US
739,store32391.0,0.3072750328354897,GR,115,(0 + logpriceindex) | store,US
740,store32391.0,0.0,GR,115,(0 + displayonly) | store,US
741,store32391.0,0.0,GR,115,(0 + featuredisplay) | store,US
742,store32391.0,0.0,GR,115,(0 + featureonly) | store,US
743,store32391.0,-0.08662424334473413,GR,115,(0 + logseason) | store,US
744,store47143.0,0.12733140501961931,GR,115,(0 + logregprice) | store,US
745,store47143.0,-1.0316333961922213,GR,115,(0 + logpriceindex) | store,US
746,store47143.0,0.030043033511432247,GR,115,(0 + displayonly) | store,US
747,store47143.0,0.0,GR,115,(0 + featuredisplay) | store,US
748,store47143.0,-0.34692693531185675,GR,115,(0 + featureonly) | store,US
749,store47143.0,0.08365596170779535,GR,115,(0 + logseason) | store,US
750,store128093.0,-0.03255802014481846,GR,115,(0 + logregprice) | store,US
751,store128093.0,0.784416365608036,GR,115,(0 + logpriceindex) | store,US
752,store128093.0,0.0,GR,115,(0 + displayonly) | store,US
753,store128093.0,0.0,GR,115,(0 + featuredisplay) | store,US
754,store128093.0,0.10871915074944646,GR,115,(0 + featureonly) | store,US
755,store128093.0,0.026893315918471265,GR,115,(0 + logseason) | store,US
756,store46947.0,-0.40704754076645955,GR,115,(0 + logregprice) | store,US
757,store46947.0,0.4813903145505792,GR,115,(0 + logpriceindex) | store,US
758,store46947.0,-0.01711707173119822,GR,115,(0 + displayonly) | store,US
759,store46947.0,0.0,GR,115,(0 + featuredisplay) | store,US
760,store46947.0,0.19801666806447024,GR,115,(0 + featureonly) | store,US
761,store46947.0,0.08290246173259974,GR,115,(0 + logseason) | store,US
762,store40469.0,-0.2889684972194091,GR,115,(0 + logregprice) | store,US
763,store40469.0,0.7963691004847749,GR,115,(0 + logpriceindex) | store,US
764,store40469.0,0.0,GR,115,(0 + displayonly) | store,US
765,store40469.0,0.0,GR,115,(0 + featuredisplay) | store,US
766,store40469.0,0.0,GR,115,(0 + featureonly) | store,US
767,store40469.0,0.043085462991177194,GR,115,(0 + logseason) | store,US
768,store77105.0,-0.9135049916546599,GR,115,(0 + logregprice) | store,US
769,store77105.0,0.0,GR,115,(0 + logpriceindex) | store,US
770,store77105.0,0.0,GR,115,(0 + displayonly) | store,US
771,store77105.0,0.0,GR,115,(0 + featuredisplay) | store,US
772,store77105.0,0.0,GR,115,(0 + featureonly) | store,US
773,store77105.0,0.04194988461647434,GR,115,(0 + logseason) | store,US
774,store102063.0,0.0,GR,115,(0 + logregprice) | store,US
775,store102063.0,0.0,GR,115,(0 + logpriceindex) | store,US
776,store102063.0,0.0,GR,115,(0 + displayonly) | store,US
777,store102063.0,0.0,GR,115,(0 + featuredisplay) | store,US
778,store102063.0,0.0,GR,115,(0 + featureonly) | store,US
779,store102063.0,0.01955411402905017,GR,115,(0 + logseason) | store,US
780,store56839.0,0.7779753595111855,GR,115,(0 + logregprice) | store,US
781,store56839.0,0.14999967459561,GR,115,(0 + logpriceindex) | store,US
782,store56839.0,-0.03455819596914507,GR,115,(0 + displayonly) | store,US
783,store56839.0,0.0,GR,115,(0 + featuredisplay) | store,US
784,store56839.0,-0.5317502128174442,GR,115,(0 + featureonly) | store,US
785,store56839.0,0.006182381198488259,GR,115,(0 + logseason) | store,US
786,store60417.0,0.5810644547242494,GR,115,(0 + logregprice) | store,US
787,store60417.0,-0.5676090247811368,GR,115,(0 + logpriceindex) | store,US
788,store60417.0,0.0,GR,115,(0 + displayonly) | store,US
789,store60417.0,0.0,GR,115,(0 + featuredisplay) | store,US
790,store60417.0,0.0,GR,115,(0 + featureonly) | store,US
791,store60417.0,-0.05214260003581775,GR,115,(0 + logseason) | store,US
792,store57604.0,-0.28366611434469746,GR,115,(0 + logregprice) | store,US
793,store57604.0,0.0,GR,115,(0 + logpriceindex) | store,US
794,store57604.0,0.0,GR,115,(0 + displayonly) | store,US
795,store57604.0,0.0,GR,115,(0 + featuredisplay) | store,US
796,store57604.0,0.0,GR,115,(0 + featureonly) | store,US
797,store57604.0,0.04143103018615349,GR,115,(0 + logseason) | store,US
798,store100997.0,0.0,GR,115,(0 + logregprice) | store,US
799,store100997.0,0.0,GR,115,(0 + logpriceindex) | store,US
800,store100997.0,0.0,GR,115,(0 + displayonly) | store,US
801,store100997.0,0.0,GR,115,(0 + featuredisplay) | store,US
802,store100997.0,0.0,GR,115,(0 + featureonly) | store,US
803,store100997.0,-0.0024024114557381036,GR,115,(0 + logseason) | store,US
804,store128083.0,-0.06780774970104184,GR,115,(0 + logregprice) | store,US
805,store128083.0,-0.43174703470875647,GR,115,(0 + logpriceindex) | store,US
806,store128083.0,0.0,GR,115,(0 + displayonly) | store,US
807,store128083.0,0.0,GR,115,(0 + featuredisplay) | store,US
808,store128083.0,0.061222168177625186,GR,115,(0 + featureonly) | store,US
809,store128083.0,0.019470120386535186,GR,115,(0 + logseason) | store,US
810,store61174.0,0.9169269956017273,GR,115,(0 + logregprice) | store,US
811,store61174.0,0.0,GR,115,(0 + logpriceindex) | store,US
812,store61174.0,0.0,GR,115,(0 + displayonly) | store,US
813,store61174.0,0.0,GR,115,(0 + featuredisplay) | store,US
814,store61174.0,0.0,GR,115,(0 + featureonly) | store,US
815,store61174.0,-0.015340931973939542,GR,115,(0 + logseason) | store,US
816,store84672.0,0.0,GR,115,(0 + logregprice) | store,US
817,store84672.0,0.5710842569337092,GR,115,(0 + logpriceindex) | store,US
818,store84672.0,0.0,GR,115,(0 + displayonly) | store,US
819,store84672.0,0.0,GR,115,(0 + featuredisplay) | store,US
820,store84672.0,0.27110515578795413,GR,115,(0 + featureonly) | store,US
821,store84672.0,-0.0073572119602149525,GR,115,(0 + logseason) | store,US
822,store77109.0,-3.2793706344026425,GR,115,(0 + logregprice) | store,US
823,store77109.0,0.0,GR,115,(0 + logpriceindex) | store,US
824,store77109.0,0.0,GR,115,(0 + displayonly) | store,US
825,store77109.0,0.0,GR,115,(0 + featuredisplay) | store,US
826,store77109.0,0.0,GR,115,(0 + featureonly) | store,US
827,store77109.0,0.0802454396751358,GR,115,(0 + logseason) | store,US
828,store77175.0,-1.8604162541965048,GR,115,(0 + logregprice) | store,US
829,store77175.0,0.0,GR,115,(0 + logpriceindex) | store,US
830,store77175.0,0.0,GR,115,(0 + displayonly) | store,US
831,store77175.0,0.0,GR,115,(0 + featuredisplay) | store,US
832,store77175.0,0.0,GR,115,(0 + featureonly) | store,US
833,store77175.0,-0.06182956986131836,GR,115,(0 + logseason) | store,US
834,store81436.0,0.8576156872664984,GR,115,(0 + logregprice) | store,US
835,store81436.0,-0.012718460328832741,GR,115,(0 + logpriceindex) | store,US
836,store81436.0,0.0,GR,115,(0 + displayonly) | store,US
837,store81436.0,0.0,GR,115,(0 + featuredisplay) | store,US
838,store81436.0,0.0,GR,115,(0 + featureonly) | store,US
839,store81436.0,0.07542291826713628,GR,115,(0 + logseason) | store,US
840,store128058.0,0.8354656977972953,GR,115,(0 + logregprice) | store,US
841,store128058.0,0.2742064279341173,GR,115,(0 + logpriceindex) | store,US
842,store128058.0,0.0,GR,115,(0 + displayonly) | store,US
843,store128058.0,0.0,GR,115,(0 + featuredisplay) | store,US
844,store128058.0,-0.1074214847519008,GR,115,(0 + featureonly) | store,US
845,store128058.0,0.06614734989065092,GR,115,(0 + logseason) | store,US
846,store48086.0,0.529823950313101,GR,115,(0 + logregprice) | store,US
847,store48086.0,-0.6833431020175016,GR,115,(0 + logpriceindex) | store,US
848,store48086.0,0.0,GR,115,(0 + displayonly) | store,US
849,store48086.0,0.0,GR,115,(0 + featuredisplay) | store,US
850,store48086.0,-0.3037619019038907,GR,115,(0 + featureonly) | store,US
851,store48086.0,0.09249911770156935,GR,115,(0 + logseason) | store,US
852,store57680.0,-1.1278392777116473,GR,115,(0 + logregprice) | store,US
853,store57680.0,0.0,GR,115,(0 + logpriceindex) | store,US
854,store57680.0,0.0,GR,115,(0 + displayonly) | store,US
855,store57680.0,0.0,GR,115,(0 + featuredisplay) | store,US
856,store57680.0,0.0,GR,115,(0 + featureonly) | store,US
857,store57680.0,-0.06942321298944233,GR,115,(0 + logseason) | store,US
858,store128082.0,-0.38245957349137777,GR,115,(0 + logregprice) | store,US
859,store128082.0,-1.479241784083948,GR,115,(0 + logpriceindex) | store,US
860,store128082.0,0.0,GR,115,(0 + displayonly) | store,US
861,store128082.0,0.0,GR,115,(0 + featuredisplay) | store,US
862,store128082.0,-0.12621523380590804,GR,115,(0 + featureonly) | store,US
863,store128082.0,0.11584881025267155,GR,115,(0 + logseason) | store,US
864,store81808.0,-1.1956936563533,GR,115,(0 + logregprice) | store,US
865,store81808.0,0.7327441255832103,GR,115,(0 + logpriceindex) | store,US
866,store81808.0,-0.034584360895043624,GR,115,(0 + displayonly) | store,US
867,store81808.0,0.0,GR,115,(0 + featuredisplay) | store,US
868,store81808.0,0.0,GR,115,(0 + featureonly) | store,US
869,store81808.0,0.11184590469434658,GR,115,(0 + logseason) | store,US
870,store82277.0,0.0,GR,115,(0 + logregprice) | store,US
871,store82277.0,-0.09695417521646617,GR,115,(0 + logpriceindex) | store,US
872,store82277.0,0.0,GR,115,(0 + displayonly) | store,US
873,store82277.0,0.0,GR,115,(0 + featuredisplay) | store,US
874,store82277.0,0.4409586187613879,GR,115,(0 + featureonly) | store,US
875,store82277.0,-0.03236888586512811,GR,115,(0 + logseason) | store,US
876,store88430.0,0.12618174326528397,GR,115,(0 + logregprice) | store,US
877,store88430.0,0.6854167320463543,GR,115,(0 + logpriceindex) | store,US
878,store88430.0,0.004654403911968277,GR,115,(0 + displayonly) | store,US
879,store88430.0,0.0,GR,115,(0 + featuredisplay) | store,US
880,store88430.0,0.0,GR,115,(0 + featureonly) | store,US
881,store88430.0,0.013920668412347383,GR,115,(0 + logseason) | store,US
882,store42688.0,0.7514376685601304,GR,115,(0 + logregprice) | store,US
883,store42688.0,1.065880647946965,GR,115,(0 + logpriceindex) | store,US
884,store42688.0,0.0,GR,115,(0 + displayonly) | store,US
885,store42688.0,0.0,GR,115,(0 + featuredisplay) | store,US
886,store42688.0,0.0,GR,115,(0 + featureonly) | store,US
887,store42688.0,-0.04917714007951748,GR,115,(0 + logseason) | store,US
888,store57507.0,-0.41780027232607775,GR,115,(0 + logregprice) | store,US
889,store57507.0,-0.03254772313183745,GR,115,(0 + logpriceindex) | store,US
890,store57507.0,-0.010939938213183386,GR,115,(0 + displayonly) | store,US
891,store57507.0,0.0,GR,115,(0 + featuredisplay) | store,US
892,store57507.0,-0.21691632183130638,GR,115,(0 + featureonly) | store,US
893,store57507.0,0.013061344519433051,GR,115,(0 + logseason) | store,US
894,store79983.0,0.0,GR,115,(0 + logregprice) | store,US
895,store79983.0,0.0,GR,115,(0 + logpriceindex) | store,US
896,store79983.0,0.0,GR,115,(0 + displayonly) | store,US
897,store79983.0,0.0,GR,115,(0 + featuredisplay) | store,US
898,store79983.0,0.0,GR,115,(0 + featureonly) | store,US
899,store79983.0,0.015847414163842496,GR,115,(0 + logseason) | store,US
900,store82281.0,0.0,GR,115,(0 + logregprice) | store,US
901,store82281.0,-0.706958095136189,GR,115,(0 + logpriceindex) | store,US
902,store82281.0,0.0,GR,115,(0 + displayonly) | store,US
903,store82281.0,0.0,GR,115,(0 + featuredisplay) | store,US
904,store82281.0,-0.5069602130360579,GR,115,(0 + featureonly) | store,US
905,store82281.0,-0.006054839022133595,GR,115,(0 + logseason) | store,US
906,store100985.0,0.0,GR,115,(0 + logregprice) | store,US
907,store100985.0,0.0,GR,115,(0 + logpriceindex) | store,US
908,store100985.0,0.0,GR,115,(0 + displayonly) | store,US
909,store100985.0,0.0,GR,115,(0 + featuredisplay) | store,US
910,store100985.0,0.0,GR,115,(0 + featureonly) | store,US
911,store100985.0,0.0,GR,115,(0 + logseason) | store,US
912,store42654.0,0.18302153500797777,GR,115,(0 + logregprice) | store,US
913,store42654.0,0.2532695402402896,GR,115,(0 + logpriceindex) | store,US
914,store42654.0,0.0,GR,115,(0 + displayonly) | store,US
915,store42654.0,0.0,GR,115,(0 + featuredisplay) | store,US
916,store42654.0,0.0,GR,115,(0 + featureonly) | store,US
917,store42654.0,-0.07465905386013318,GR,115,(0 + logseason) | store,US
918,store46211.0,0.47162192124777974,GR,115,(0 + logregprice) | store,US
919,store46211.0,0.41669187728605767,GR,115,(0 + logpriceindex) | store,US
920,store46211.0,0.0,GR,115,(0 + displayonly) | store,US
921,store46211.0,0.0,GR,115,(0 + featuredisplay) | store,US
922,store46211.0,0.018660324756142533,GR,115,(0 + featureonly) | store,US
923,store46211.0,-0.04186697153238832,GR,115,(0 + logseason) | store,US
924,store49385.0,-4.434437575285532,GR,115,(0 + logregprice) | store,US
925,store49385.0,0.0,GR,115,(0 + logpriceindex) | store,US
926,store49385.0,0.0,GR,115,(0 + displayonly) | store,US
927,store49385.0,0.0,GR,115,(0 + featuredisplay) | store,US
928,store49385.0,0.0,GR,115,(0 + featureonly) | store,US
929,store49385.0,0.021622232574814753,GR,115,(0 + logseason) | store,US
930,store161418.0,0.0,GR,115,(0 + logregprice) | store,US
931,store161418.0,0.0,GR,115,(0 + logpriceindex) | store,US
932,store161418.0,0.0,GR,115,(0 + displayonly) | store,US
933,store161418.0,0.0,GR,115,(0 + featuredisplay) | store,US
934,store161418.0,0.0,GR,115,(0 + featureonly) | store,US
935,store161418.0,0.004115491113610765,GR,115,(0 + logseason) | store,US
936,store81117.0,0.8050066125393863,GR,115,(0 + logregprice) | store,US
937,store81117.0,-0.25131485900871375,GR,115,(0 + logpriceindex) | store,US
938,store81117.0,0.021160557465457298,GR,115,(0 + displayonly) | store,US
939,store81117.0,0.0,GR,115,(0 + featuredisplay) | store,US
940,store81117.0,-0.22420155639756525,GR,115,(0 + featureonly) | store,US
941,store81117.0,0.03500925595929069,GR,115,(0 + logseason) | store,US
942,store81895.0,-0.026741878825561245,GR,115,(0 + logregprice) | store,US
943,store81895.0,-0.34004501170145296,GR,115,(0 + logpriceindex) | store,US
944,store81895.0,0.0,GR,115,(0 + displayonly) | store,US
945,store81895.0,0.0,GR,115,(0 + featuredisplay) | store,US
946,store81895.0,0.18055941671710288,GR,115,(0 + featureonly) | store,US
947,store81895.0,-0.0503928202168158,GR,115,(0 + logseason) | store,US
948,store46038.0,-0.7490207774912059,GR,115,(0 + logregprice) | store,US
949,store46038.0,-0.40006811317293056,GR,115,(0 + logpriceindex) | store,US
950,store46038.0,-0.01085606457743649,GR,115,(0 + displayonly) | store,US
951,store46038.0,0.0,GR,115,(0 + featuredisplay) | store,US
952,store46038.0,-0.1891543895377693,GR,115,(0 + featureonly) | store,US
953,store46038.0,0.0791655289008535,GR,115,(0 + logseason) | store,US
954,store46264.0,0.337623702282355,GR,115,(0 + logregprice) | store,US
955,store46264.0,0.6314301882651769,GR,115,(0 + logpriceindex) | store,US
956,store46264.0,0.0,GR,115,(0 + displayonly) | store,US
957,store46264.0,0.0,GR,115,(0 + featuredisplay) | store,US
958,store46264.0,0.11594072712985638,GR,115,(0 + featureonly) | store,US
959,store46264.0,-0.0027159841058026265,GR,115,(0 + logseason) | store,US
960,store49420.0,-0.7867711615114142,GR,115,(0 + logregprice) | store,US
961,store49420.0,0.0,GR,115,(0 + logpriceindex) | store,US
962,store49420.0,0.0,GR,115,(0 + displayonly) | store,US
963,store49420.0,0.0,GR,115,(0 + featuredisplay) | store,US
964,store49420.0,0.0,GR,115,(0 + featureonly) | store,US
965,store49420.0,-0.13647415152498846,GR,115,(0 + logseason) | store,US
966,store50602.0,0.0,GR,115,(0 + logregprice) | store,US
967,store50602.0,0.0,GR,115,(0 + logpriceindex) | store,US
968,store50602.0,0.0,GR,115,(0 + displayonly) | store,US
969,store50602.0,0.0,GR,115,(0 + featuredisplay) | store,US
970,store50602.0,0.0,GR,115,(0 + featureonly) | store,US
971,store50602.0,-0.0016799290432917152,GR,115,(0 + logseason) | store,US
972,store40307.0,0.6283381616160008,GR,115,(0 + logregprice) | store,US
973,store40307.0,1.1592214773790783,GR,115,(0 + logpriceindex) | store,US
974,store40307.0,0.0,GR,115,(0 + displayonly) | store,US
975,store40307.0,0.0,GR,115,(0 + featuredisplay) | store,US
976,store40307.0,0.0,GR,115,(0 + featureonly) | store,US
977,store40307.0,0.14970174957512092,GR,115,(0 + logseason) | store,US
978,store81106.0,-2.4441111515260596,GR,115,(0 + logregprice) | store,US
979,store81106.0,1.5798384900039326,GR,115,(0 + logpriceindex) | store,US
980,store81106.0,0.0,GR,115,(0 + displayonly) | store,US
981,store81106.0,0.0,GR,115,(0 + featuredisplay) | store,US
982,store81106.0,0.011768973812791789,GR,115,(0 + featureonly) | store,US
983,store81106.0,0.016222887066678012,GR,115,(0 + logseason) | store,US
984,store102024.0,0.6562880638523657,GR,115,(0 + logregprice) | store,US
985,store102024.0,-0.7345308704128544,GR,115,(0 + logpriceindex) | store,US
986,store102024.0,0.0,GR,115,(0 + displayonly) | store,US
987,store102024.0,0.0,GR,115,(0 + featuredisplay) | store,US
988,store102024.0,0.18157472301658512,GR,115,(0 + featureonly) | store,US
989,store102024.0,0.01852442302296383,GR,115,(0 + logseason) | store,US
990,store82291.0,0.0,GR,115,(0 + logregprice) | store,US
991,store82291.0,-0.8522557363023008,GR,115,(0 + logpriceindex) | store,US
992,store82291.0,0.0,GR,115,(0 + displayonly) | store,US
993,store82291.0,0.0,GR,115,(0 + featuredisplay) | store,US
994,store82291.0,0.1788919892005046,GR,115,(0 + featureonly) | store,US
995,store82291.0,-0.03638468367040016,GR,115,(0 + logseason) | store,US
996,store46380.0,0.2448800389582962,GR,115,(0 + logregprice) | store,US
997,store46380.0,0.6613636422754563,GR,115,(0 + logpriceindex) | store,US
998,store46380.0,-0.011094547985316535,GR,115,(0 + displayonly) | store,US
999,store46380.0,0.0,GR,115,(0 + featuredisplay) | store,US
1000,store46380.0,0.0,GR,115,(0 + featureonly) | store,US
1001,store46380.0,-0.0457642918263329,GR,115,(0 + logseason) | store,US
1002,store47292.0,0.05297588289654943,GR,115,(0 + logregprice) | store,US
1003,store47292.0,-0.6851675630695894,GR,115,(0 + logpriceindex) | store,US
1004,store47292.0,-0.019130826221569683,GR,115,(0 + displayonly) | store,US
1005,store47292.0,0.0,GR,115,(0 + featuredisplay) | store,US
1006,store47292.0,0.07447550059949347,GR,115,(0 + featureonly) | store,US
1007,store47292.0,0.05501214783345765,GR,115,(0 + logseason) | store,US
1008,store48126.0,-0.2916181106473593,GR,115,(0 + logregprice) | store,US
1009,store48126.0,1.1969648341930517,GR,115,(0 + logpriceindex) | store,US
1010,store48126.0,0.0,GR,115,(0 + displayonly) | store,US
1011,store48126.0,0.0,GR,115,(0 + featuredisplay) | store,US
1012,store48126.0,0.08209347818535202,GR,115,(0 + featureonly) | store,US
1013,store48126.0,0.009902381071428533,GR,115,(0 + logseason) | store,US
1014,store128099.0,0.166506726255288,GR,115,(0 + logregprice) | store,US
1015,store128099.0,-0.5103333296266419,GR,115,(0 + logpriceindex) | store,US
1016,store128099.0,0.0,GR,115,(0 + displayonly) | store,US
1017,store128099.0,0.0,GR,115,(0 + featuredisplay) | store,US
1018,store128099.0,0.12690673885527717,GR,115,(0 + featureonly) | store,US
1019,store128099.0,-0.018829387814967593,GR,115,(0 + logseason) | store,US
1020,store46037.0,-0.15823380015227845,GR,115,(0 + logregprice) | store,US
1021,store46037.0,0.6110542701262446,GR,115,(0 + logpriceindex) | store,US
1022,store46037.0,-0.005958119455815152,GR,115,(0 + displayonly) | store,US
1023,store46037.0,0.0,GR,115,(0 + featuredisplay) | store,US
1024,store46037.0,-0.4214076087282404,GR,115,(0 + featureonly) | store,US
1025,store46037.0,-0.011565629666659104,GR,115,(0 + logseason) | store,US
1026,store197116.0,0.382587192217,GR,115,(0 + logregprice) | store,US
1027,store197116.0,-0.3190694041175381,GR,115,(0 + logpriceindex) | store,US
1028,store197116.0,-0.02740741764386735,GR,115,(0 + displayonly) | store,US
1029,store197116.0,0.0,GR,115,(0 + featuredisplay) | store,US
1030,store197116.0,-0.30987631965984397,GR,115,(0 + featureonly) | store,US
1031,store197116.0,-0.027685333552595684,GR,115,(0 + logseason) | store,US
1032,store50938.0,-0.1582481609043643,GR,115,(0 + logregprice) | store,US
1033,store50938.0,0.1581291570087728,GR,115,(0 + logpriceindex) | store,US
1034,store50938.0,0.0,GR,115,(0 + displayonly) | store,US
1035,store50938.0,0.0,GR,115,(0 + featuredisplay) | store,US
1036,store50938.0,0.0,GR,115,(0 + featureonly) | store,US
1037,store50938.0,-0.026304346900737456,GR,115,(0 + logseason) | store,US
1038,store81449.0,0.0,GR,115,(0 + logregprice) | store,US
1039,store81449.0,0.12876741124725904,GR,115,(0 + logpriceindex) | store,US
1040,store81449.0,0.01839749243492915,GR,115,(0 + displayonly) | store,US
1041,store81449.0,0.0,GR,115,(0 + featuredisplay) | store,US
1042,store81449.0,0.0,GR,115,(0 + featureonly) | store,US
1043,store81449.0,0.06752882795784423,GR,115,(0 + logseason) | store,US
1044,store89652.0,0.12904407342010688,GR,115,(0 + logregprice) | store,US
1045,store89652.0,0.21159417535908542,GR,115,(0 + logpriceindex) | store,US
1046,store89652.0,0.0,GR,115,(0 + displayonly) | store,US
1047,store89652.0,0.0,GR,115,(0 + featuredisplay) | store,US
1048,store89652.0,-0.20788415481189088,GR,115,(0 + featureonly) | store,US
1049,store89652.0,-0.020270858226547173,GR,115,(0 + logseason) | store,US
1050,store49464.0,1.0397597485538366,GR,115,(0 + logregprice) | store,US
1051,store49464.0,0.0,GR,115,(0 + logpriceindex) | store,US
1052,store49464.0,0.0,GR,115,(0 + displayonly) | store,US
1053,store49464.0,0.0,GR,115,(0 + featuredisplay) | store,US
1054,store49464.0,0.0,GR,115,(0 + featureonly) | store,US
1055,store49464.0,-0.055025635475219645,GR,115,(0 + logseason) | store,US
1056,store46331.0,1.0786451594868127,GR,115,(0 + logregprice) | store,US
1057,store46331.0,0.6862579220504134,GR,115,(0 + logpriceindex) | store,US
1058,store46331.0,0.0,GR,115,(0 + displayonly) | store,US
1059,store46331.0,0.0,GR,115,(0 + featuredisplay) | store,US
1060,store46331.0,-0.1603085802784965,GR,115,(0 + featureonly) | store,US
1061,store46331.0,0.007758182009682653,GR,115,(0 + logseason) | store,US
1062,store46510.0,0.47174030593333427,GR,115,(0 + logregprice) | store,US
1063,store46510.0,0.08032024859374637,GR,115,(0 + logpriceindex) | store,US
1064,store46510.0,0.007956775746430724,GR,115,(0 + displayonly) | store,US
1065,store46510.0,0.0,GR,115,(0 + featuredisplay) | store,US
1066,store46510.0,0.05725078668174302,GR,115,(0 + featureonly) | store,US
1067,store46510.0,0.1005705602610771,GR,115,(0 + logseason) | store,US
1068,store88470.0,0.0,GR,115,(0 + logregprice) | store,US
1069,store88470.0,0.7138857366371456,GR,115,(0 + logpriceindex) | store,US
1070,store88470.0,0.0,GR,115,(0 + displayonly) | store,US
1071,store88470.0,0.0,GR,115,(0 + featuredisplay) | store,US
1072,store88470.0,0.0,GR,115,(0 + featureonly) | store,US
1073,store88470.0,-0.193973335057837,GR,115,(0 + logseason) | store,US
1074,store161408.0,0.0,GR,115,(0 + logregprice) | store,US
1075,store161408.0,0.0,GR,115,(0 + logpriceindex) | store,US
1076,store161408.0,0.0,GR,115,(0 + displayonly) | store,US
1077,store161408.0,0.0,GR,115,(0 + featuredisplay) | store,US
1078,store161408.0,0.0,GR,115,(0 + featureonly) | store,US
1079,store161408.0,-0.004085694876730541,GR,115,(0 + logseason) | store,US
1080,store81132.0,-0.34864974955404826,GR,115,(0 + logregprice) | store,US
1081,store81132.0,-0.5694841336818016,GR,115,(0 + logpriceindex) | store,US
1082,store81132.0,0.0,GR,115,(0 + displayonly) | store,US
1083,store81132.0,0.0,GR,115,(0 + featuredisplay) | store,US
1084,store81132.0,0.13506171741864312,GR,115,(0 + featureonly) | store,US
1085,store81132.0,0.014637139923279353,GR,115,(0 + logseason) | store,US
1086,store84688.0,0.20741296597361628,GR,115,(0 + logregprice) | store,US
1087,store84688.0,-0.31829636255923127,GR,115,(0 + logpriceindex) | store,US
1088,store84688.0,0.0,GR,115,(0 + displayonly) | store,US
1089,store84688.0,0.0,GR,115,(0 + featuredisplay) | store,US
1090,store84688.0,0.5805434539838997,GR,115,(0 + featureonly) | store,US
1091,store84688.0,-0.072153679323977,GR,115,(0 + logseason) | store,US
1092,store98447.0,0.0,GR,115,(0 + logregprice) | store,US
1093,store98447.0,0.41965062093753386,GR,115,(0 + logpriceindex) | store,US
1094,store98447.0,0.0,GR,115,(0 + displayonly) | store,US
1095,store98447.0,0.0,GR,115,(0 + featuredisplay) | store,US
1096,store98447.0,0.0,GR,115,(0 + featureonly) | store,US
1097,store98447.0,-0.04695095839363788,GR,115,(0 + logseason) | store,US
1098,store49452.0,-4.857576632731729,GR,115,(0 + logregprice) | store,US
1099,store49452.0,0.0,GR,115,(0 + logpriceindex) | store,US
1100,store49452.0,0.0,GR,115,(0 + displayonly) | store,US
1101,store49452.0,0.0,GR,115,(0 + featuredisplay) | store,US
1102,store49452.0,0.0,GR,115,(0 + featureonly) | store,US
1103,store49452.0,0.08184513014712212,GR,115,(0 + logseason) | store,US
1104,store49954.0,0.3111992550882122,GR,115,(0 + logregprice) | store,US
1105,store49954.0,-0.052368431930855906,GR,115,(0 + logpriceindex) | store,US
1106,store49954.0,0.02377181331965341,GR,115,(0 + displayonly) | store,US
1107,store49954.0,0.0,GR,115,(0 + featuredisplay) | store,US
1108,store49954.0,-0.01197152685316998,GR,115,(0 + featureonly) | store,US
1109,store49954.0,0.003286582391811804,GR,115,(0 + logseason) | store,US
1110,store46053.0,1.2270039223651226,GR,115,(0 + logregprice) | store,US
1111,store46053.0,-1.1528968552061776,GR,115,(0 + logpriceindex) | store,US
1112,store46053.0,0.0,GR,115,(0 + displayonly) | store,US
1113,store46053.0,0.0,GR,115,(0 + featuredisplay) | store,US
1114,store46053.0,-0.20729878844511607,GR,115,(0 + featureonly) | store,US
1115,store46053.0,-0.00022765172985193471,GR,115,(0 + logseason) | store,US
1116,store46083.0,0.30571318847128276,GR,115,(0 + logregprice) | store,US
